"Characteristic","unique(paramUse$ENTITY_ABBR)","CRITERION_VALUE","UNIT_NAME","CRITERIATYPEAQUAHUMHLTH","CRITERIATYPEFRESHSALTWATER","CRITERIATYPE_ACUTECHRONIC","USE_CLASS_NAME_LOCATION_ETC","ATTAINS_USE_NAME"
"arsenic","IN","See equation","µg/l","A",NA,"C","AQUATIC LIFE PROTECTION","AQUATIC LIFE"
"arsenic","ISL","0.2","mg/l",NA,NA,NA,"AGRICULTURAL WATER SUPPLY USE FOR LIVESTOCK WATERING",NA
"arsenic","ISL","150","µg/l","A","F","C","SURFACE WATERS",NA
"arsenic","ISL","340","µg/l","A","F","A","SURFACE WATERS",NA
"arsenic","ISL","4.2","µg/l","H","F",NA,"SURFACE WATERS",NA
"arsenic","KALI","340","µg/l","A",NA,"A","SURFACE WATERS",NA
"arsenic","KALI","150","µg/l","A",NA,"C","SURFACE WATERS",NA
"arsenic","KALI","0.0020","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","KALI","0.0023","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","KDWN","0.010","mg/l",NA,NA,NA,"SURFACE WATERS",NA
"arsenic","KDWN","340","µg/l","A","F","A","SURFACE WATERS",NA
"arsenic","KDWN","150","µg/l","A","F","C","SURFACE WATERS",NA
"arsenic","KDWN","0.01","mg/l",NA,NA,NA,"CORTINA RANCHERIA GROUNDWATER",NA
"arsenic","KS","100","µg/l",NA,NA,NA,"AGRICULTURE - IRRIGATION",NA
"arsenic","KS","200","µg/l",NA,NA,NA,"AGRICULTURE - LIVESTOCK",NA
"arsenic","KS","10","µg/l","H",NA,NA,"DOMESTIC WATER SUPPLY","DOMESTIC WATER SUPPLY"
"arsenic","KS","20.5","µg/l","H",NA,NA,"FOOD PROCUREMENT","FOOD PROCUREMENT"
"arsenic","KS","150","µg/l","A",NA,"C","AQUATIC LIFE",NA
"arsenic","KS","340","µg/l","A",NA,"A","AQUATIC LIFE",NA
"arsenic","KY","10.0","µg/l","H",NA,NA,"DOMESTIC WATER SUPPLY SOURCE (DWS)","DOMESTIC WATER SUPPLY"
"arsenic","KY","150","µg/l","A",NA,"C","WARM WATER AQUATIC HABITAT","WARM WATER AQUATIC HABITAT"
"arsenic","KY","340","µg/l","A",NA,"A","WARM WATER AQUATIC HABITAT","WARM WATER AQUATIC HABITAT"
"arsenic","LA","10","µg/l","H",NA,NA,"DRINKING WATER SUPPLY","DRINKING WATER SUPPLY"
"arsenic","LA","36","µg/l","A","S","C","AQUATIC LIFE PROTECTION",NA
"arsenic","LA","36","µg/l","A","B","C","AQUATIC LIFE PROTECTION",NA
"arsenic","LA","69","µg/l","A","S","A","AQUATIC LIFE PROTECTION",NA
"arsenic","LA","69","µg/l","A","B","A","AQUATIC LIFE PROTECTION",NA
"arsenic","LA","150","µg/l","A","F","C","AQUATIC LIFE PROTECTION",NA
"arsenic","LA","339.8","µg/l","A","F","A","AQUATIC LIFE PROTECTION",NA
"arsenic","LACDU","3.40E+02","µg/l","A","F","A","SURFACE WATERS",NA
"arsenic","LACDU","1.50E+02","µg/l","A","F","C","SURFACE WATERS",NA
"arsenic","LACDU","1.17E-02","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","LACDU","2.84E-02","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","LAG","0.2","mg/l",NA,NA,NA,"LIVESTOCK AND WILDLIFE WATERING",NA
"arsenic","LAG","0.01","mg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY: ALLUVIAL AQUIFER",NA
"arsenic","LAG","0.002","mg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY: GALLUP SANDSTONE",NA
"arsenic","LAG","0.01","mg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY: SAN ANDRES-GLORIETA",NA
"arsenic","LAG","0.001","mg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY: DAKOTA SANDSTONE AQUIFER",NA
"arsenic","LAG","0.003","mg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY: MORRISON FORMATION",NA
"arsenic","LAG","0.01","mg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY: ENTRADA SANDSTONE",NA
"arsenic","LAG","0.01","mg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY: CHINLE FORMATION",NA
"arsenic","LAG","0.01","mg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY: BASALT AQUIFER (MT TAYLOR BASALT, LAGUNA BASALT, SUWANEE BASALT)",NA
"arsenic","LAG","0.01","mg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY: SANTA FE AQUIFER GROUP",NA
"arsenic","LAG","340","µg/l","A","F","A","SURFACE WATERS",NA
"arsenic","LAG","150","µg/l","A","F","C","SURFACE WATERS",NA
"arsenic","LAG","0.010","mg/l",NA,NA,NA,"DRINKING WATER",NA
"arsenic","LAG","0.018","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","LAG","0.14","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","LUM","340","µg/l","A","F","A","SURFACE WATERS",NA
"arsenic","LUM","150","µg/l","A","F","C","SURFACE WATERS",NA
"arsenic","LUM","69","µg/l","A","S","A","SURFACE WATERS",NA
"arsenic","LUM","36","µg/l","A","S","C","SURFACE WATERS",NA
"arsenic","LUM","0.0048","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","LUM","0.0064","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","MA","0.14","µg/l","H",NA,NA,"ALL SURFACE WATERS",NA
"arsenic","MA","0.018","µg/l","H",NA,NA,"ALL SURFACE WATERS",NA
"arsenic","MA","36","µg/l","A","S","C","ALL SURFACE WATERS",NA
"arsenic","MA","69","µg/l","A","S","A","ALL SURFACE WATERS",NA
"arsenic","MA","150","µg/l","A","F","C","ALL SURFACE WATERS",NA
"arsenic","MA","340","µg/l","A","F","A","ALL SURFACE WATERS",NA
"arsenic","MAKA","340","µg/l","A","F","A","SURFACE WATERS",NA
"arsenic","MAKA","150","µg/l","A","F","C","SURFACE WATERS",NA
"arsenic","MAKA","69","µg/l","A","S","A","SURFACE WATERS",NA
"arsenic","MAKA","36","µg/l","A","S","C","SURFACE WATERS",NA
"arsenic","MAKA","0.0048","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","MAKA","0.0064","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","MD","0.18","µg/l","H",NA,NA,"AMBIENT SURFACE WATERS",NA
"arsenic","MD","0.01","mg/l","H",NA,NA,"DRINKING WATER MCL",NA
"arsenic","MD","1.4","µg/l","H",NA,NA,"AMBIENT SURFACE WATERS",NA
"arsenic","MD","36","µg/l","A","S","C","AMBIENT SURFACE WATERS",NA
"arsenic","MD","69","µg/l","A","S","A","AMBIENT SURFACE WATERS",NA
"arsenic","MD","150","µg/l","A","F","C","AMBIENT SURFACE WATERS",NA
"arsenic","MD","340","µg/l","A","F","A","AMBIENT SURFACE WATERS",NA
"arsenic","ME","36","µg/l","A","S","C","STATEWIDE CRITERIA",NA
"arsenic","ME","150","µg/l","A","F","C","STATEWIDE CRITERIA",NA
"arsenic","ME","69","µg/l","A","S","A","STATEWIDE CRITERIA",NA
"arsenic","ME","340","µg/l","A","F","A","STATEWIDE CRITERIA",NA
"arsenic","ME","3.7","µg/l","H",NA,NA,"STATEWIDE CRITERIA",NA
"arsenic","ME","1.3","µg/l","H",NA,NA,"STATEWIDE CRITERIA",NA
"arsenic","ME","1.1","µg/l","H",NA,NA,"SUSTENANCE FISHING WATERS - STATEWIDE CRITERIA","FISHING"
"arsenic","ME","2.6","µg/l","H",NA,NA,"SUSTENANCE FISHING WATERS - STATEWIDE CRITERIA","FISHING"
"arsenic","MI","150","µg/l","A",NA,"C","AQUATIC LIFE","AQUATIC LIFE"
"arsenic","MI","150","µg/l","A",NA,"C","AQUATIC LIFE","AQUATIC LIFE"
"arsenic","MI","340","µg/l","A",NA,"A","AQUATIC LIFE","AQUATIC LIFE"
"arsenic","MI","340","µg/l","A",NA,"A","AQUATIC LIFE","AQUATIC LIFE"
"arsenic","MICC","0","mg/l","H",NA,NA,"CLASS 1 (POTABLE WATERS), TRIBAL PUBLIC HEALTH GOAL",NA
"arsenic","MICC","0.01","mg/l","H",NA,NA,"CLASS 1 (POTABLE WATERS), STANDARDS MCL",NA
"arsenic","MICC","340","µg/l","A","F","A","CLASS III-A AND CLASS III-B WATERS",NA
"arsenic","MICC","150","µg/l","A","F","C","CLASS III-A AND CLASS III-B WATERS",NA
"arsenic","MICC","0.018","µg/l","H",NA,NA,"CLASS III-A AND CLASS III-B WATERS",NA
"arsenic","MICC","0.14","µg/l","H",NA,NA,"CLASS III-A AND CLASS III-B WATERS",NA
"arsenic","MN","680","µg/l","A",NA,"A","CLASS 2BD - LAKE SUPERIOR BASIN WATERS","CLASS 2B"
"arsenic","MN","680","µg/l","A",NA,"A","CLASS 2BD - LAKE SUPERIOR BASIN WATERS","CLASS 2BD"
"arsenic","MN","10","µg/l","H",NA,NA,"CLASS 1B - DC","CLASS 1B"
"arsenic","MN","10","µg/l","H",NA,NA,"CLASS 1B/1C - DC","CLASS 1C"
"arsenic","MN","10","µg/l","H",NA,NA,"CLASS 1B/1C - DC","CLASS 1B"
"arsenic","MN","2.0","µg/l","H",NA,"C","CLASS 2A - CS","CLASS 2A"
"arsenic","MN","720","µg/l",NA,NA,"A","CLASS 2A - FAV","CLASS 2A"
"arsenic","MN","360","µg/l",NA,NA,NA,"CLASS 2A - MS","CLASS 2A"
"arsenic","MN","53","µg/l","H",NA,"C","CLASS 2BD - CS","CLASS 2B"
"arsenic","MN","53","µg/l","H",NA,"C","CLASS 2BD - CS","CLASS 2BD"
"arsenic","MN","720","µg/l",NA,NA,"A","CLASS 2B&D - FAV","CLASS 2B"
"arsenic","MN","360","µg/l",NA,NA,NA,"CLASS 2B&D - MS","CLASS 2B"
"arsenic","MN","2.0","µg/l","H",NA,"C","CLASS 2BD - CS","CLASS 2B"
"arsenic","MN","2.0","µg/l","H",NA,"C","CLASS 2BD - CS","CLASS 2BD"
"arsenic","MN","720","µg/l",NA,NA,"A","CLASS 2BD - FAV","CLASS 2B"
"arsenic","MN","720","µg/l",NA,NA,"A","CLASS 2BD - FAV","CLASS 2BD"
"arsenic","MN","360","µg/l",NA,NA,NA,"CLASS 2BD - MS","CLASS 2B"
"arsenic","MN","360","µg/l",NA,NA,NA,"CLASS 2BD - MS","CLASS 2BD"
"arsenic","MN","2","µg/l","H",NA,"C","CLASS 2A - LAKE SUPERIOR","CLASS 2A"
"arsenic","MN","2","µg/l",NA,NA,"C","CLASS 2A - LAKE SUPERIOR","CLASS 2A"
"arsenic","MN","148","µg/l","A",NA,"C","CLASS 2A - LAKE SUPERIOR","CLASS 2A"
"arsenic","MN","340","µg/l","A",NA,NA,"CLASS 2A - LAKE SUPERIOR","CLASS 2A"
"arsenic","MN","680","µg/l","A",NA,"A","CLASS 2A - LAKE SUPERIOR","CLASS 2A"
"arsenic","MN","2","µg/l","H",NA,"C","CLASS 2A - LAKE SUPERIOR BASIN WATERS OTHER THAN LAKE SUPERIOR","CLASS 2A"
"arsenic","MN","2","µg/l",NA,NA,"C","CLASS 2A - LAKE SUPERIOR BASIN WATERS OTHER THAN LAKE SUPERIOR","CLASS 2A"
"arsenic","MN","148","µg/l","A",NA,"C","CLASS 2A - LAKE SUPERIOR BASIN WATERS OTHER THAN LAKE SUPERIOR","CLASS 2A"
"arsenic","MN","340","µg/l","A",NA,NA,"CLASS 2A - LAKE SUPERIOR BASIN WATERS OTHER THAN LAKE SUPERIOR","CLASS 2A"
"arsenic","MN","680","µg/l","A",NA,"A","CLASS 2A - LAKE SUPERIOR BASIN WATERS OTHER THAN LAKE SUPERIOR","CLASS 2A"
"arsenic","MN","53","µg/l","H",NA,"C","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","CLASS 2B"
"arsenic","MN","53","µg/l","H",NA,"C","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","CLASS 2D"
"arsenic","MN","53","µg/l",NA,NA,"C","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","CLASS 2B"
"arsenic","MN","53","µg/l",NA,NA,"C","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","CLASS 2D"
"arsenic","MN","148","µg/l","A",NA,"C","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","CLASS 2B"
"arsenic","MN","148","µg/l","A",NA,"C","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","CLASS 2D"
"arsenic","MN","340","µg/l","A",NA,NA,"CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","CLASS 2B"
"arsenic","MN","340","µg/l","A",NA,NA,"CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","CLASS 2D"
"arsenic","MN","680","µg/l","A",NA,"A","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","CLASS 2B"
"arsenic","MN","680","µg/l","A",NA,"A","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","CLASS 2D"
"arsenic","MN","2","µg/l","H",NA,"C","CLASS 2BD - LAKE SUPERIOR BASIN WATERS","CLASS 2B"
"arsenic","MN","2","µg/l","H",NA,"C","CLASS 2BD - LAKE SUPERIOR BASIN WATERS","CLASS 2BD"
"arsenic","MN","2","µg/l",NA,NA,"C","CLASS 2BD - LAKE SUPERIOR BASIN WATERS","CLASS 2B"
"arsenic","MN","2","µg/l",NA,NA,"C","CLASS 2BD - LAKE SUPERIOR BASIN WATERS","CLASS 2BD"
"arsenic","MN","148","µg/l","A",NA,"C","CLASS 2BD - LAKE SUPERIOR BASIN WATERS","CLASS 2B"
"arsenic","MN","148","µg/l","A",NA,"C","CLASS 2BD - LAKE SUPERIOR BASIN WATERS","CLASS 2BD"
"arsenic","MN","340","µg/l","A",NA,NA,"CLASS 2BD - LAKE SUPERIOR BASIN WATERS","CLASS 2B"
"arsenic","MN","340","µg/l","A",NA,NA,"CLASS 2BD - LAKE SUPERIOR BASIN WATERS","CLASS 2BD"
"arsenic","MO","50","µg/l","H",NA,NA,"GROUND WATER",NA
"arsenic","MO","20","µg/l","H",NA,NA,"AQUATIC LIFE PROTECTION","AQUATIC LIFE"
"arsenic","MO","150","µg/l","A",NA,"C","AQUATIC LIFE PROTECTION","AQUATIC LIFE"
"arsenic","MO","100","µg/l",NA,NA,NA,"IRRIGATION","IRRIGATION"
"arsenic","MO","340","µg/l","A",NA,"A","AQUATIC LIFE PROTECTION","AQUATIC LIFE"
"arsenic","MO","50","µg/l","H",NA,NA,"DRINKING WATER SUPPLY","DRINKING WATER SUPPLY"
"arsenic","MS","24","µg/l","H",NA,NA,"ALL WATERS",NA
"arsenic","MS","0.078","µg/l","H",NA,NA,"ALL WATERS",NA
"arsenic","MT","10","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","MT","150","µg/l","A",NA,"C","SURFACE WATERS",NA
"arsenic","MT","340","µg/l","A",NA,"A","SURFACE WATERS",NA
"arsenic","MT","28","µg/l","H","F",NA,"YELLOWSTONE RIVER: FROM THE MONTANA/WYOMING BORDER (44.9925, -110.5172) TO THE MOUTH OF MILL CREEK (45.4165, -110.6548)",NA
"arsenic","MT","22","µg/l","H","F",NA,"YELLOWSTONE RIVER: FROM THE MOUTH OF MILL CREEK (45.4165, -110.6548) TO THE MOUTH OF THE BOULDER RIVER (45.8530, -109.9247)",NA
"arsenic","MT","16","µg/l","H","F",NA,"YELLOWSTONE RIVER: FROM THE MOUTH OF THE BOULDER RIVER (45.8530, -109.9247) TO THE MOUTH OF THE STILLWATER RIVER (45.6399, -109.2829)",NA
"arsenic","MT","13","µg/l","H","F",NA,"YELLOWSTONE RIVER: FROM THE MOUTH OF THE STILLWATER RIVER (45.6399, -109.2829) TO THE MOUTH OF THE CLARKS FORK OF THE YELLOWSTONE RIVER (45.6510, -108.7145)",NA
"arsenic","NAM","340","µg/l","A","F","A","HIGH QUALITY COLDWATER FISHERY USE, MARGINAL COLDWATER FISHERY USE, AND WARMWATER FISHERY USE",NA
"arsenic","NAM","150","µg/l","A","F","C","HIGH QUALITY COLDWATER FISHERY USE, MARGINAL COLDWATER FISHERY USE, AND WARMWATER FISHERY USE",NA
"arsenic","NAM","0.2","mg/l",NA,NA,NA,"LIVESTOCK WATERING AND WILDLIFE HABITAT USE",NA
"arsenic","NAM","0.10","mg/l",NA,NA,NA,"IRRIGATION USE",NA
"arsenic","NAM","0.01","mg/l",NA,NA,NA,"RECHARGE OF DOMESTIC WATER SUPPLY",NA
"arsenic","NAM","0.01","mg/l",NA,NA,NA,"INDUSTRIAL AND MUNICIPAL WATER SUPPLY USE",NA
"arsenic","NAV","10","µg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY",NA
"arsenic","NAV","80","µg/l",NA,NA,NA,"FISH CONSUMPTION",NA
"arsenic","NAV","30","µg/l",NA,NA,NA,"PRIMARY HUMAN CONTACT",NA
"arsenic","NAV","280","µg/l",NA,NA,NA,"SECONDARY HUMAN CONTACT",NA
"arsenic","NAV","340","µg/l","A",NA,"A","AQUATIC AND WILDLIFE HABITAT",NA
"arsenic","NAV","150","µg/l","A",NA,"C","AQUATIC AND WILDLIFE HABITAT",NA
"arsenic","NAV","2000","µg/l",NA,NA,NA,"AGRICULTURAL WATER SUPPLY",NA
"arsenic","NAV","200","µg/l",NA,NA,NA,"LIVESTOCK WATERING",NA
"arsenic","NC","See equation","[no units]","A","F","C","CLASS C WATERS",NA
"arsenic","NC","See equation","[no units]","A","S","C","CLASS SC WATERS; TIDAL SALTWATER",NA
"arsenic","NC","See equation","[no units]","A","F","A","CLASS C WATERS",NA
"arsenic","NC","See equation","[no units]","A","S","A","CLASS SC WATERS; TIDAL SALTWATER",NA
"arsenic","NC","10","µg/l","H","F",NA,"CLASS WS-I WATERS",NA
"arsenic","NC","10","µg/l","H","F",NA,"CLASS WS-II WATERS",NA
"arsenic","NC","10","µg/l","H","F",NA,"CLASS WS-III WATERS",NA
"arsenic","NC","10","µg/l","H","F",NA,"CLASS WS-IV WATERS",NA
"arsenic","NC","10","µg/l","H","F",NA,"CLASS WS-V WATERS",NA
"arsenic","NCHY","340","µg/l","A","F","A","SURFACE WATERS",NA
"arsenic","NCHY","150","µg/l","A","F","C","SURFACE WATERS",NA
"arsenic","NCHY","0.018","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","NCHY","0.14","µg/l","H",NA,NA,"SURFACE WATERS",NA
"arsenic","NCHY","100","µg/l",NA,NA,NA,"AGRICULTURAL USES- IRRIGATION",NA
"arsenic","ND","10","µg/l","H",NA,NA,"CLASSES I, IA, II",NA
"arsenic","ND","150","µg/l","A",NA,"C","CLASSES I, IA, II, III",NA
"arsenic","ND","340","µg/l","A",NA,"A","CLASSES I, IA, II, III",NA
"arsenic","NE","16.7","µg/l","A",NA,"C","AQUATIC LIFE USES","AQUATIC LIFE"
"arsenic","NE","340","µg/l","A",NA,"A","AQUATIC LIFE USES","AQUATIC LIFE"
"arsenic","NE","0.00018","mg/l","H",NA,NA,"PUBLIC DRINKING WATER",NA
"arsenic","NH","140","ng/l","H",NA,NA,"DELAWARE RIVER BASIN ZONE 1A",NA
"arsenic","NH","18","ng/l","H",NA,NA,"DELAWARE RIVER BASIN ZONE 1A",NA
"arsenic","NH","36","µg/l","A","S","C","PROTECTION OF AQUATIC LIFE","AQUATIC LIFE"
"arsenic","NH","69","µg/l","A","S","A","PROTECTION OF AQUATIC LIFE","AQUATIC LIFE"
"arsenic","NH","150","µg/l","A","F","C","PROTECTION OF AQUATIC LIFE","AQUATIC LIFE"
"arsenic","NH","340","µg/l","A","F","A","PROTECTION OF AQUATIC LIFE","AQUATIC LIFE"
"arsenic","NJ","36","µg/l","A","S","C","DELAWARE RIVER ESTUARY",NA
"arsenic","NJ","69","µg/l","A","S","A","DELAWARE RIVER ESTUARY",NA
"arsenic","NJ","150","µg/l","A","F","C","DELAWARE RIVER ESTUARY",NA
"arsenic","NJ","340","µg/l","A","F","A","DELAWARE RIVER ESTUARY",NA
"arsenic","NJ","10","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY, ZONE 2 AND 3",NA
"arsenic","NJ","10","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY, ZONE 2 AND 3",NA
"arsenic","NJ","0.017","µg/l","H","F",NA,"TOXIC SUBSTANCE CRITERIA",NA
"arsenic","NJ","0.061","µg/l","H","S",NA,"TOXIC SUBSTANCE CRITERIA",NA
"arsenic","NJ","36","µg/l","A","S","C","TOXIC SUBSTANCE CRITERIA",NA
"arsenic","NJ","69","µg/l","A","S","A","TOXIC SUBSTANCE CRITERIA",NA
"arsenic","NJ","150","µg/l","A","F","C","TOXIC SUBSTANCE CRITERIA",NA
"arsenic","NJ","340","µg/l","A","F","A","TOXIC SUBSTANCE CRITERIA",NA
"arsenic","NM","10","µg/l","H",NA,NA,"DRINKING WATER SUPPLY","DRINKING WATER"
"arsenic","NM","100","µg/l",NA,NA,NA,"IRRIGATION/IRRIGATION STORAGE","IRRIGATION"
"arsenic","NM","100","µg/l",NA,NA,NA,"IRRIGATION/IRRIGATION STORAGE","IRRIGATION STORAGE"
"arsenic","NM","200","µg/l",NA,NA,NA,"LIVESTOCK WATERING","LIVESTOCK WATERING"
"arsenic","NM","9.0","µg/l","H",NA,NA,"ORGANISMS ONLY",NA
"arsenic","NM","150","µg/l","A","F","C","AQUATIC LIFE","AQUATIC LIFE"
"arsenic","NM","340","µg/l","A","F","A","AQUATIC LIFE","AQUATIC LIFE"
"arsenic","NTR","0.14","µg/l","H",NA,NA,"TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"arsenic","NTR","360","µg/l","A","F","A","TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"arsenic","NTR","69","µg/l","A","S","A","TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"arsenic","NTR","0.018","µg/l","H",NA,NA,"TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"arsenic","NTR","190","µg/l","A","F","C","TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"arsenic","NTR","36","µg/l","A","S","C","TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"arsenic","NV","340","µg/l","A",NA,NA,"AQUATIC LIFE","AQUATIC LIFE"
"arsenic","NV","150","µg/l","A",NA,NA,"AQUATIC LIFE","AQUATIC LIFE"
"arsenic","NV","100","µg/l",NA,NA,NA,"IRRIGATION","IRRIGATION"
"arsenic","NV","50","µg/l","H",NA,NA,"MUNICIPAL OR DOMESTIC SUPPLY","MUNICIPAL OR DOMESTIC SUPPLY"
"arsenic","NV","200","µg/l",NA,NA,NA,"WATERING OF LIVESTOCK","WATERING OF LIVESTOCK"
"arsenic","NV","200","µg/l",NA,NA,NA,"WATERING OF LIVESTOCK","LIVESTOCK WATERING"
"arsenic","NY","50","µg/l","H","F",NA,"CLASSES A, A-S, AA, AA-S",NA
"arsenic","NY","150","µg/l","A","F","C","CLASSES A, A-S, AA, AA-S, B, C",NA
"arsenic","NY","340","µg/l","A","F","A","CLASSES A, A-S, AA, AA-S, B, C, D",NA
"arsenic","NY","63","µg/l","A","S","C","CLASSES SA, SB, SC",NA
"arsenic","NY","120","µg/l","A","S","A","CLASS SD",NA
"arsenic","OH","10","µg/l","H",NA,NA,"LAKE ERIE BASIN - OUTSIDE MIXING ZONE AVERAGE (DRINKING)",NA
"arsenic","OH","10","µg/l","H",NA,NA,"OHIO RIVER BASIN - OUTSIDE MIXING ZONE AVERAGE (DRINKING)",NA
"arsenic","OH","680","µg/l","A",NA,NA,"INSIDE MIXING ZONE MAXIMUM",NA
"arsenic","OH","680","µg/l","A",NA,NA,"INSIDE MIXING ZONE MAXIMUM",NA
"arsenic","OH","150","µg/l","A",NA,NA,"OUTSIDE MIXING ZONE AVERAGE",NA
"arsenic","OH","150","µg/l","A",NA,NA,"OUTSIDE MIXING ZONE AVERAGE",NA
"arsenic","OH","100","µg/l",NA,NA,NA,"OUTSIDE MIXING ZONE AVERAGE; AGRICULTURAL USES",NA
"arsenic","OH","340","µg/l","A",NA,NA,"OUTSIDE MIXING ZONE MAXIMUM",NA
"arsenic","OH","340","µg/l","A",NA,NA,"OUTSIDE MIXING ZONE MAXIMUM",NA
"arsenic","OH","50","µg/l","H",NA,NA,"OHIO RIVER - OUTSIDE MIXING ZONE AVERAGE (ELSEWHERE)",NA
"arsenic","OH","10","µg/l","H",NA,NA,"OHIO RIVER - OUTSIDE MIXING ZONE AVERAGE (INTAKES)",NA
"arsenic","OH","340","µg/l","A",NA,NA,"OUTSIDE MIXING ZONE MAXIMUM",NA
"arsenic","OHKA","20.5","µg/l","H","F",NA,"SURFACE WATERS",NA
"arsenic","OK","205.0","µg/l","H",NA,NA,"FISH CONSUMPTION (+ OTHER ORGANISMS)","FISH CONSUMPTION"
"arsenic","OK","40","µg/l","H",NA,NA,"PUBLIC AND PRIVATE WATER SUPPLY (RAW WATER)","PUBLIC AND PRIVATE WATER SUPPLY"
"arsenic","OK","190","µg/l","A","F","C","FISH AND WILDLIFE PROPAGATION","FISH AND WILDLIFE PROPAGATION"
"arsenic","OK","360.0","µg/l","A","F","A","FISH AND WILDLIFE PROPAGATION","FISH AND WILDLIFE PROPAGATION"
"arsenic","OR","36","µg/l","A","S","C","AQUATIC LIFE",NA
"arsenic","OR","69","µg/l","A","S","A","AQUATIC LIFE",NA
"arsenic","OR","150","µg/l","A","F","C","AQUATIC LIFE",NA
"arsenic","OR","340","µg/l","A","F","A","AQUATIC LIFE",NA
"arsenic","OR","1.0","µg/l","H","S",NA,"HUMAN HEALTH",NA
"arsenic","OR","2.1","µg/l","H","F",NA,"HUMAN HEALTH",NA
"arsenic","OR","2.1","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"arsenic","PA","36","µg/l","A","S","C","DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"arsenic","PA","69","µg/l","A","S","A","DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"arsenic","PA","150","µg/l","A","F","C","DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"arsenic","PA","340","µg/l","A","F","A","DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"arsenic","PA","10","µg/l","H",NA,NA,"DELAWARE RIVER ESTUARY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS",NA
"arsenic","PA","140","µg/l","A",NA,"C","FISH AND AQUATIC LIFE; GREAT LAKES","AQUATIC LIFE"
"arsenic","PA","150","µg/l","A",NA,"C","FISH AND AQUATIC LIFE","AQUATIC LIFE"
"arsenic","PA","340","µg/l","A",NA,"A","FISH AND AQUATIC LIFE","AQUATIC LIFE"
"arsenic","PA","340","µg/l","A",NA,"A","FISH AND AQUATIC LIFE; GREAT LAKES","AQUATIC LIFE"
