"ENTITY_ABBR.x","CST_USE_NAME","ENTITY_ABBR.y","ATTAINS_USE_NAME","USE_NAME_UNLISTED"
NA,NA,"AK","MARINE WATER / WATER RECREATION / CONTACT RECREATION","^(?=.*MARINE)(?=.*WATER)(?=.*/)(?=.*WATER)(?=.*RECREATION)(?=.*/)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"OK","AGRICULTURE-CLASS III IRRIGATION","^(?=.*AGRICULTURE-CLASS)(?=.*III)(?=.*IRRIGATION).*$"
NA,NA,"NM","HIGH-QUALITY COLDWATER FISHERY","^(?=.*HIGH-QUALITY)(?=.*COLDWATER)(?=.*FISHERY).*$"
NA,NA,"WI","WATER CONTACT IN WETLANDS","^(?=.*WATER)(?=.*CONTACT)(?=.*IN)(?=.*WETLANDS).*$"
NA,NA,"MN","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"CC","COMMERCE AND INDUSTRY WATERS","^(?=.*COMMERCE)(?=.*AND)(?=.*INDUSTRY)(?=.*WATERS).*$"
"FL","CLASS V: NAVIGATION, UTILITY AND INDUSTRIAL USE","FL","UTILITY","^(?=.*UTILITY).*$"
"FL","CLASS V: NAVIGATION, UTILITY & INDUSTRIAL USE","FL","UTILITY","^(?=.*UTILITY).*$"
NA,NA,"VA","SHELLFISHING","^(?=.*SHELLFISHING).*$"
NA,NA,"MP","RECREATIONAL USE","^(?=.*RECREATIONAL)(?=.*USE).*$"
NA,NA,"WI","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"OH","AQUATIC LIFE USE","^(?=.*AQUATIC)(?=.*LIFE)(?=.*USE).*$"
NA,NA,"MI","COLD WATER FISHERY","^(?=.*COLD)(?=.*WATER)(?=.*FISHERY).*$"
NA,NA,"UT","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"PR","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
NA,NA,"NM","AQUATIC USE: LIMITED AQUATIC LIFE","^(?=.*AQUATIC)(?=.*USE:)(?=.*LIMITED)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"IL","PRIMARY CONTACT (RECREATION)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECREATION)).*$"
NA,NA,"CA","LIMITED WARM FRESHWATER HABITAT","^(?=.*LIMITED)(?=.*WARM)(?=.*FRESHWATER)(?=.*HABITAT).*$"
NA,NA,"UT","RECREATION AND AESTHETICS (FREQUENT PRIMARY CONTACT)","^(?=.*RECREATION)(?=.*AND)(?=.*AESTHETICS)(?=.*(FREQUENT)(?=.*PRIMARY)(?=.*CONTACT)).*$"
NA,NA,"CT","COMMERCIAL SHELLFISH HARVESTING WHERE AUTHORIZED","^(?=.*COMMERCIAL)(?=.*SHELLFISH)(?=.*HARVESTING)(?=.*WHERE)(?=.*AUTHORIZED).*$"
"RI","CLASS AA - DRINKING WATER SUPPLY CRITERIA","RI","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
"IA","CLASS A2 - SECONDARY CONTACT RECREATIONAL USE","IA","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"CT","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"MN","COMMERCIAL","^(?=.*COMMERCIAL).*$"
"IL","PUBLIC AND FOOD PROCESSING WATER SUPPLY","IL","PUBLIC AND FOOD PROCESSING WATER SUPPLY","^(?=.*PUBLIC)(?=.*AND)(?=.*FOOD)(?=.*PROCESSING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"OH","MODIFIED WARMWATER HABITAT - CHANNEL MODIFICATION","^(?=.*MODIFIED)(?=.*WARMWATER)(?=.*HABITAT)(?=.*-)(?=.*CHANNEL)(?=.*MODIFICATION).*$"
NA,NA,"ME","FISH AND OTHER ESTUARINE AND MARINE LIFE","^(?=.*FISH)(?=.*AND)(?=.*OTHER)(?=.*ESTUARINE)(?=.*AND)(?=.*MARINE)(?=.*LIFE).*$"
NA,NA,"MN","RECREATION: SECONDARY CONTACT RECREATIONAL","^(?=.*RECREATION:)(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATIONAL).*$"
"CA2","AGRICULTURAL SUPPLY","CA","AGRICULTURAL SUPPLY","^(?=.*AGRICULTURAL)(?=.*SUPPLY).*$"
"CA3","AGRICULTURAL SUPPLY (INLAND SURFACE WATERS, ENCLOSED BAYS, AND ESTUARIES)","CA","AGRICULTURAL SUPPLY","^(?=.*AGRICULTURAL)(?=.*SUPPLY).*$"
NA,NA,"VT","CONTACT RECREATION","^(?=.*CONTACT)(?=.*RECREATION).*$"
"NM","IRRIGATION/IRRIGATION STORAGE","NM","IRRIGATION","^(?=.*IRRIGATION).*$"
NA,NA,"DC","PROTECTION AND PROPAGATION OF FISH, SHELLFISH AND WILDLIFE","^(?=.*PROTECTION)(?=.*AND)(?=.*PROPAGATION)(?=.*OF)(?=.*FISH,)(?=.*SHELLFISH)(?=.*AND)(?=.*WILDLIFE).*$"
NA,NA,"MO","PROTECTION OF WARM WATER AQUATIC LIFE AND HUMAN HEALTH--FISH CONSUMPTION","^(?=.*PROTECTION)(?=.*OF)(?=.*WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE)(?=.*AND)(?=.*HUMAN)(?=.*HEALTH--FISH)(?=.*CONSUMPTION).*$"
NA,NA,"AK","FRESH WATER / WATER SUPPLY / INDUSTRIAL","^(?=.*FRESH)(?=.*WATER)(?=.*/)(?=.*WATER)(?=.*SUPPLY)(?=.*/)(?=.*INDUSTRIAL).*$"
NA,NA,"MT","WARM WATER FISHERY","^(?=.*WARM)(?=.*WATER)(?=.*FISHERY).*$"
"RI","PRIMARY CONTACT RECREATIONAL/SWIMMING CRITERIA; DESIGNATED BATHING BEACH WATERS","RI","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"RI","PRIMARY CONTACT RECREATIONAL/SWIMMING CRITERIA; NON-DESIGNATED BATHING BEACH WATERS","RI","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"RI","CLASS AA, A, B, B1, B(A), B1(A) - PRIMARY CONTACT RECREATIONAL/SWIMMING CRITERIA","RI","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"RI","CLASS SA, SA(B), SB, SB1, SB(A), SB1(A) - PRIMARY CONTACT RECREATIONAL/SWIMMING CRITERIA","RI","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"RI","PRIMARY CONTACT RECREATIONAL/SWIMMING CRITERIA","RI","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"OK","FISH AND WILDLIFE PROPAGATION-WARM WATER AQUATIC COMMUNITY SUBCATEGORY","^(?=.*FISH)(?=.*AND)(?=.*WILDLIFE)(?=.*PROPAGATION-WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*COMMUNITY)(?=.*SUBCATEGORY).*$"
NA,NA,"CO","RECREATION SECONDARY CONTACT","^(?=.*RECREATION)(?=.*SECONDARY)(?=.*CONTACT).*$"
NA,NA,"GU","OVERALL USE","^(?=.*OVERALL)(?=.*USE).*$"
NA,NA,"MN","INDUSTRIAL CONSUMPTION","^(?=.*INDUSTRIAL)(?=.*CONSUMPTION).*$"
NA,NA,"ME","DRINKING WATER SUPPLY AFTER TREATMENT","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY)(?=.*AFTER)(?=.*TREATMENT).*$"
NA,NA,"VI","AQUATIC LIFE USE","^(?=.*AQUATIC)(?=.*LIFE)(?=.*USE).*$"
NA,NA,"OH","AQUATIC LIFE - SEASONAL SALMONID HABITAT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*SEASONAL)(?=.*SALMONID)(?=.*HABITAT).*$"
"MN","CLASS 2A - LAKE SUPERIOR BASIN WATERS OTHER THAN LAKE SUPERIOR; WILDLIFE CHRONIC STANDARD","MN","WILDLIFE","^(?=.*WILDLIFE).*$"
"MN","CLASS 2A - LAKE SUPERIOR; WILDLIFE CHRONIC STANDARD","MN","WILDLIFE","^(?=.*WILDLIFE).*$"
"MN","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS; WILDLIFE CHRONIC STANDARD","MN","WILDLIFE","^(?=.*WILDLIFE).*$"
"MN","CLASS 2BD - LAKE SUPERIOR BASIN WATERS; WILDLIFE CHRONIC STANDARD","MN","WILDLIFE","^(?=.*WILDLIFE).*$"
NA,NA,"OK","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"MT","NAVIGATION","^(?=.*NAVIGATION).*$"
NA,NA,"WI","FISH & AQUATIC LIFE","^(?=.*FISH)(?=.*&)(?=.*AQUATIC)(?=.*LIFE).*$"
"WI","RECREATIONAL USE","WI","RECREATION","^(?=.*RECREATION).*$"
"ME","ESTUARINE AND MARINE WATERS - CLASS SB","ME","CLASS C","^(?=.*CLASS)(?=.*C).*$"
"ME","ESTUARINE AND MARINE WATERS - CLASS SC","ME","CLASS C","^(?=.*CLASS)(?=.*C).*$"
"ME","FRESH SURFACE WATERS - CLASS A","ME","CLASS C","^(?=.*CLASS)(?=.*C).*$"
"ME","FRESH SURFACE WATERS - CLASS C","ME","CLASS C","^(?=.*CLASS)(?=.*C).*$"
"ME","FRESH SURFACE WATERS - CLASS B","ME","CLASS C","^(?=.*CLASS)(?=.*C).*$"
"ME","LAKES AND PONDS - CLASS GPA","ME","CLASS C","^(?=.*CLASS)(?=.*C).*$"
"ME","ESTUARINE AND MARINE WATERS - CLASS SA","ME","CLASS C","^(?=.*CLASS)(?=.*C).*$"
"ME","FRESH SURFACE WATERS - CLASS AA","ME","CLASS C","^(?=.*CLASS)(?=.*C).*$"
"ME","SPAWNING AREAS - CLASS B FRESH SURFACE WATERS","ME","CLASS C","^(?=.*CLASS)(?=.*C).*$"
"NJ","SE2 SECONDARY CONTACT RECREATION","NJ","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"NJ","SE3 SECONDARY CONTACT RECREATION","NJ","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"NM","AQUATIC USE: COOLWATER","^(?=.*AQUATIC)(?=.*USE:)(?=.*COOLWATER).*$"
NA,NA,"MA","AESTHETICS","^(?=.*AESTHETICS).*$"
"WI","PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WI","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
"WI","PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WI","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
"WI","NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WI","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
"WI","NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","WI","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
"WI","NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WI","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"MN","CLASS 2B WARM WATER AQUATIC LIFE","^(?=.*CLASS)(?=.*2B)(?=.*WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"DE","FISH, AQUATIC LIFE, AND WILDLIFE","^(?=.*FISH,)(?=.*AQUATIC)(?=.*LIFE,)(?=.*AND)(?=.*WILDLIFE).*$"
NA,NA,"NE","AGRICULTURE B","^(?=.*AGRICULTURE)(?=.*B).*$"
NA,NA,"AS","SWIMMING","^(?=.*SWIMMING).*$"
NA,NA,"NM","COLDWATER FISHERY","^(?=.*COLDWATER)(?=.*FISHERY).*$"
NA,NA,"NM","WARM WATER AQUATIC LIFE","^(?=.*WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"WV","SECONDARY CONTACT (RECR)","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*(RECR)).*$"
"LA","SCENIC STREAMS AND OUTSTANDING NATURAL RESOURCE WATERS","LA","OUTSTANDING NATURAL RESOURCE WATERS","^(?=.*OUTSTANDING)(?=.*NATURAL)(?=.*RESOURCE)(?=.*WATERS).*$"
NA,NA,"OH","PUBLIC WATER SUPPLY","^(?=.*PUBLIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"NM","MUN & INDUSTRIAL WATER STORAGE","^(?=.*MUN)(?=.*&)(?=.*INDUSTRIAL)(?=.*WATER)(?=.*STORAGE).*$"
"CA3","NON-CONTACT WATER RECREATION (REC-2)","CA","NON-CONTACT WATER RECREATION","^(?=.*NON-CONTACT)(?=.*WATER)(?=.*RECREATION).*$"
"CA8","NON-CONTACT WATER RECREATION (REC II) - INLAND SURFACE WATERS","CA","NON-CONTACT WATER RECREATION","^(?=.*NON-CONTACT)(?=.*WATER)(?=.*RECREATION).*$"
"CA7","NON-CONTACT WATER RECREATION","CA","NON-CONTACT WATER RECREATION","^(?=.*NON-CONTACT)(?=.*WATER)(?=.*RECREATION).*$"
"MT","C-3 (BATHING, SWIMMING, AND RECREATION; GROWTH AND MARGINAL PROPAGATION OF NON-SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS. THE QUALITY OF THESE WATERS IS NATURALLY MARGINAL FOR DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AGRICULTURE, AND INDUSTRIAL WATER SUPPLY).","MT","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
"MT","B-1 (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
"MT","B-2 (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND MARGINAL PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
"MT","B-3 (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND PROPAGATION OF NON-SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
"MT","I (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND  PROPAGATION OF  FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"CA","PRIMARY CONTACT","^(?=.*PRIMARY)(?=.*CONTACT).*$"
NA,NA,"IL","SECONDARY CONTACT","^(?=.*SECONDARY)(?=.*CONTACT).*$"
NA,NA,"NM","PUBLIC WATER SUPPLY","^(?=.*PUBLIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"ME","HIGH-QUALITY COLDWATER FISHERY","^(?=.*HIGH-QUALITY)(?=.*COLDWATER)(?=.*FISHERY).*$"
NA,NA,"IN","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"DE","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"OH","SEASONAL SALMONID HABITAT","^(?=.*SEASONAL)(?=.*SALMONID)(?=.*HABITAT).*$"
NA,NA,"MT","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"MI","AQUATIC LIFE: COLD WATER FISHERY","^(?=.*AQUATIC)(?=.*LIFE:)(?=.*COLD)(?=.*WATER)(?=.*FISHERY).*$"
NA,NA,"KS","LIVESTOCK WATERING USE","^(?=.*LIVESTOCK)(?=.*WATERING)(?=.*USE).*$"
NA,NA,"MO","INDUSTRIAL PROCESS WATER AND INDUSTRIAL COOLING WATER","^(?=.*INDUSTRIAL)(?=.*PROCESS)(?=.*WATER)(?=.*AND)(?=.*INDUSTRIAL)(?=.*COOLING)(?=.*WATER).*$"
"AZ","AQUATIC AND WILDLIFE (EPHEMERAL) (A&WE)","AZ","AQUATIC AND WILDLIFE (EPHEMERAL)","^(?=.*AQUATIC)(?=.*AND)(?=.*WILDLIFE)(?=.*(EPHEMERAL)).*$"
NA,NA,"AR","AQUATIC LIFE - SEASONAL","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*SEASONAL).*$"
NA,NA,"WA","AQUATIC LIFE - SALMONID REARING AND MIGRATION ONLY","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*SALMONID)(?=.*REARING)(?=.*AND)(?=.*MIGRATION)(?=.*ONLY).*$"
NA,NA,"NM","DOMESTIC WATER SUPPLY","^(?=.*DOMESTIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"MI","AQUATIC LIFE: SUBSISTENCE HARVEST","^(?=.*AQUATIC)(?=.*LIFE:)(?=.*SUBSISTENCE)(?=.*HARVEST).*$"
NA,NA,"VT","AESTHETIC","^(?=.*AESTHETIC).*$"
NA,NA,"RI","PUBLIC DRINKING WATER SUPPLY","^(?=.*PUBLIC)(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
"WY","WARM WATER OR NONGAME FISHERIES (CLASSES 1, 2AB, 2B AND 2C)","WY","WARM FISH","^(?=.*WARM)(?=.*FISH).*$"
NA,NA,"MA","INDUSTRIAL COOLING","^(?=.*INDUSTRIAL)(?=.*COOLING).*$"
NA,NA,"WA","AQUATIC LIFE - EXCELLENT QUALITY","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*EXCELLENT)(?=.*QUALITY).*$"
NA,NA,"TN","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
"IN","FULL BODY CONTACT RECREATIONAL USES -  GREAT LAKES","IN","FULL BODY CONTACT","^(?=.*FULL)(?=.*BODY)(?=.*CONTACT).*$"
"IN","FULL BODY CONTACT RECREATIONAL USES","IN","FULL BODY CONTACT","^(?=.*FULL)(?=.*BODY)(?=.*CONTACT).*$"
"GPCHMN","WARM WATER FISHERIES","MN","WARM WATER FISHERIES","^(?=.*WARM)(?=.*WATER)(?=.*FISHERIES).*$"
NA,NA,"OH","AQUATIC LIFE - LIMITED WARMWATER HABITAT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*LIMITED)(?=.*WARMWATER)(?=.*HABITAT).*$"
NA,NA,"MI","OTHER INDIGENOUS AQUATIC LIFE","^(?=.*OTHER)(?=.*INDIGENOUS)(?=.*AQUATIC)(?=.*LIFE).*$"
"NE","CONSUMPTION OF FISH AND OTHER AQUATIC ORGANISMS","NE","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"SD","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"PR","HUMAN HEALTH","^(?=.*HUMAN)(?=.*HEALTH).*$"
"MS","RECREATION","MS","RECREATION","^(?=.*RECREATION).*$"
"MS","COASTAL RECREATIONAL WATERS","MS","RECREATION","^(?=.*RECREATION).*$"
NA,NA,"NJ","PUBLIC WATER SUPPLY","^(?=.*PUBLIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"NY","FISHING","^(?=.*FISHING).*$"
NA,NA,"CA","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"OH","PUBLIC DRINKING WATER SUPPLY USE","^(?=.*PUBLIC)(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY)(?=.*USE).*$"
NA,NA,"OH","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"OH","LIMITED WARMWATER HABITAT","^(?=.*LIMITED)(?=.*WARMWATER)(?=.*HABITAT).*$"
"MN","CLASS 1B/1C - DC","MN","CLASS 1C","^(?=.*CLASS)(?=.*1C).*$"
NA,NA,"CA","WILDLIFE HABITAT","^(?=.*WILDLIFE)(?=.*HABITAT).*$"
NA,NA,"OK","SWS-SENSITIVE WATER SUP.","^(?=.*SWS-SENSITIVE)(?=.*WATER)(?=.*SUP.).*$"
NA,NA,"AR","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"NM","LIVESTOCK WATERING","NM","LIVESTOCK WATERING","^(?=.*LIVESTOCK)(?=.*WATERING).*$"
"ME","SUSTENANCE FISHING WATERS - STATEWIDE CRITERIA","ME","FISHING","^(?=.*FISHING).*$"
NA,NA,"NE","COLD WATER AQUATIC LIFE (CLASS B)","^(?=.*COLD)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE)(?=.*(CLASS)(?=.*B)).*$"
"WY","WARM WATER OR NONGAME FISHERIES (CLASSES 1, 2AB, 2B AND 2C)","WY","WARM WATER GAME FISH","^(?=.*WARM)(?=.*WATER)(?=.*GAME)(?=.*FISH).*$"
"ID","COLD WATER AQUATIC LIFE USE: SALMONID SPAWNING","ID","SALMONID SPAWNING","^(?=.*SALMONID)(?=.*SPAWNING).*$"
NA,NA,"OK","HABITAT LIMITED AQ. COMM.","^(?=.*HABITAT)(?=.*LIMITED)(?=.*AQ.)(?=.*COMM.).*$"
NA,NA,"MN","CLASS 2D WETLAND AQUATIC LIFE","^(?=.*CLASS)(?=.*2D)(?=.*WETLAND)(?=.*AQUATIC)(?=.*LIFE).*$"
"NM","SECONDARY CONTACT","NM","SECONDARY CONTACT","^(?=.*SECONDARY)(?=.*CONTACT).*$"
NA,NA,"VI","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"FL","CLASS III AND CLASS III-LIMITED, FISH CONSUMPTION, RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","FL","RECREATION","^(?=.*RECREATION).*$"
"FL","CLASS III WATERS: FISH CONSUMPTION, RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","FL","RECREATION","^(?=.*RECREATION).*$"
NA,NA,"FL","AGRICULTURE WATER SUPPLIES","^(?=.*AGRICULTURE)(?=.*WATER)(?=.*SUPPLIES).*$"
"FL","CLASS I: POTABLE WATER SUPPLIES","FL","POTABLE WATER SUPPLIES","^(?=.*POTABLE)(?=.*WATER)(?=.*SUPPLIES).*$"
"FL","CLASS I: POTABLE WATER SUPPLIES AND CLASS IV: AGRICULTURAL WATER SUPPLIES","FL","POTABLE WATER SUPPLIES","^(?=.*POTABLE)(?=.*WATER)(?=.*SUPPLIES).*$"
NA,NA,"CA","SECONDARY CONTACT","^(?=.*SECONDARY)(?=.*CONTACT).*$"
NA,NA,"CO","SECONDARY CONTACT (RECR)","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"TX","RECREATION USE","^(?=.*RECREATION)(?=.*USE).*$"
NA,NA,"NM","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"MD","CLASS IV WATERS — RECREATIONAL TROUT WATERS","MD","RECREATIONAL TROUT WATERS","^(?=.*RECREATIONAL)(?=.*TROUT)(?=.*WATERS).*$"
NA,NA,"AR","EXTRAORDINARY RESOURCE WATERS","^(?=.*EXTRAORDINARY)(?=.*RESOURCE)(?=.*WATERS).*$"
"FL","CLASS V: NAVIGATION, UTILITY AND INDUSTRIAL USE","FL","NAVIGATION","^(?=.*NAVIGATION).*$"
"FL","CLASS V: NAVIGATION, UTILITY & INDUSTRIAL USE","FL","NAVIGATION","^(?=.*NAVIGATION).*$"
"SD","COLDWATER PERMANENT FISH LIFE PROPAGATION WATERS (USE 2)","SD","COLDWATER PERMANENT FISH LIFE PROPAGATION WATERS","^(?=.*COLDWATER)(?=.*PERMANENT)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
"SD","COLDWATER PERMANENT FISH LIFE PROPAGATION WATERS -- BLACK HILLS TROUT MANAGEMENT AREA.","SD","COLDWATER PERMANENT FISH LIFE PROPAGATION WATERS","^(?=.*COLDWATER)(?=.*PERMANENT)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
NA,NA,"ID","AGRICULTURE","^(?=.*AGRICULTURE).*$"
NA,NA,"VA","DEEP-WATER AQUATIC LIFE","^(?=.*DEEP-WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"AR","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"OK","SECONDARY HUMAN CONTACT","^(?=.*SECONDARY)(?=.*HUMAN)(?=.*CONTACT).*$"
"MN","CLASS 7 - LIMITED RESOURCE VALUE","MN","LIMITED RESOURCE VALUE","^(?=.*LIMITED)(?=.*RESOURCE)(?=.*VALUE).*$"
NA,NA,"MO","WHOLE BODY CONTACT RECREATION - B","^(?=.*WHOLE)(?=.*BODY)(?=.*CONTACT)(?=.*RECREATION)(?=.*-)(?=.*B).*$"
NA,NA,"NY","MEDICINAL PLANT COLLECTION","^(?=.*MEDICINAL)(?=.*PLANT)(?=.*COLLECTION).*$"
NA,NA,"PA","NAVIGATION","^(?=.*NAVIGATION).*$"
NA,NA,"WI","SECONDARY CONTACT (RECR)","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*(RECR)).*$"
"AZ","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW)","AZ","EFFLUENT DEPENDENT WATER","^(?=.*EFFLUENT)(?=.*DEPENDENT)(?=.*WATER).*$"
"AZ","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW): LAKES/RESERVOIRS","AZ","EFFLUENT DEPENDENT WATER","^(?=.*EFFLUENT)(?=.*DEPENDENT)(?=.*WATER).*$"
